m,TagName,
"2016-11-01 00:00:00","javascript","20388"
"2016-11-01 00:00:00","perl","365"
"2016-11-01 00:00:00","php","11871"
"2016-11-01 00:00:00","python","14123"
"2016-11-01 00:00:00","r","3543"
"2016-11-01 00:00:00","ruby","1752"
"2016-11-01 00:00:00","swift","4354"
"2016-12-01 00:00:00","assembly","309"
"2016-12-01 00:00:00","c","2785"
"2016-12-01 00:00:00","c#","10628"
"2016-12-01 00:00:00","c++","5185"
"2016-12-01 00:00:00","delphi","251"
"2016-12-01 00:00:00","go","494"
"2016-12-01 00:00:00","java","13743"
"2016-12-01 00:00:00","javascript","19632"
"2016-12-01 00:00:00","perl","335"
"2016-12-01 00:00:00","php","11350"
"2016-12-01 00:00:00","python","12960"
"2016-12-01 00:00:00","r","3137"
"2016-12-01 00:00:00","ruby","1624"
"2016-12-01 00:00:00","swift","3913"
"2017-01-01 00:00:00","assembly","305"
"2017-01-01 00:00:00","c","2748"
"2017-01-01 00:00:00","c#","11644"
"2017-01-01 00:00:00","c++","5624"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","go","556"
"2017-01-01 00:00:00","java","14482"
"2017-01-01 00:00:00","javascript","21297"
"2017-01-01 00:00:00","perl","321"
"2017-01-01 00:00:00","php","12501"
"2017-01-01 00:00:00","python","14204"
"2017-01-01 00:00:00","r","3479"
"2017-01-01 00:00:00","ruby","1820"
"2017-01-01 00:00:00","swift","4328"
"2017-02-01 00:00:00","assembly","300"
"2017-02-01 00:00:00","c","2711"
"2017-02-01 00:00:00","c#","11425"
"2017-02-01 00:00:00","c++","5140"
"2017-02-01 00:00:00","delphi","304"
"2017-02-01 00:00:00","go","548"
"2017-02-01 00:00:00","java","14484"
"2017-02-01 00:00:00","javascript","21090"
"2017-02-01 00:00:00","perl","398"
"2017-02-01 00:00:00","php","12380"
"2017-02-01 00:00:00","python","14714"
"2017-02-01 00:00:00","r","3667"
"2017-02-01 00:00:00","ruby","1616"
"2017-02-01 00:00:00","swift","4042"
"2017-03-01 00:00:00","assembly","368"
"2017-03-01 00:00:00","c","2943"
"2017-03-01 00:00:00","c#","12931"
"2017-03-01 00:00:00","c++","6196"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","go","649"
"2017-03-01 00:00:00","java","17214"
"2017-03-01 00:00:00","javascript","23547"
"2017-03-01 00:00:00","perl","408"
"2017-03-01 00:00:00","php","13876"
"2017-03-01 00:00:00","python","17034"
"2017-03-01 00:00:00","r","4585"
"2017-03-01 00:00:00","ruby","1787"
"2017-03-01 00:00:00","swift","4602"
"2017-04-01 00:00:00","assembly","315"
"2017-04-01 00:00:00","c","2832"
"2017-04-01 00:00:00","c#","11043"
"2017-04-01 00:00:00","c++","5844"
"2017-04-01 00:00:00","delphi","262"
"2017-04-01 00:00:00","go","506"
"2017-04-01 00:00:00","java","15799"
"2017-04-01 00:00:00","javascript","21103"
"2017-04-01 00:00:00","perl","365"
"2017-04-01 00:00:00","php","12258"
"2017-04-01 00:00:00","python","15575"
"2017-04-01 00:00:00","r","4243"
"2017-04-01 00:00:00","ruby","1483"
"2017-04-01 00:00:00","swift","3899"
"2017-05-01 00:00:00","assembly","347"
"2017-05-01 00:00:00","c","2734"
"2017-05-01 00:00:00","c#","11924"
"2017-05-01 00:00:00","c++","5272"
"2017-05-01 00:00:00","delphi","316"
"2017-05-01 00:00:00","go","581"
"2017-05-01 00:00:00","java","16240"
"2017-05-01 00:00:00","javascript","22256"
"2017-05-01 00:00:00","perl","352"
"2017-05-01 00:00:00","php","12927"
"2017-05-01 00:00:00","python","16110"
"2017-05-01 00:00:00","r","4296"
"2017-05-01 00:00:00","ruby","1515"
"2017-05-01 00:00:00","swift","4084"
"2017-06-01 00:00:00","assembly","236"
"2017-06-01 00:00:00","c","2334"
"2017-06-01 00:00:00","c#","11237"
"2017-06-01 00:00:00","c++","4659"
"2017-06-01 00:00:00","delphi","245"
"2017-06-01 00:00:00","go","572"
"2017-06-01 00:00:00","java","14527"
"2017-06-01 00:00:00","javascript","21444"
"2017-06-01 00:00:00","perl","310"
"2017-06-01 00:00:00","php","11616"
"2017-06-01 00:00:00","python","15928"
"2017-06-01 00:00:00","r","4428"
"2017-06-01 00:00:00","ruby","1408"
"2017-06-01 00:00:00","swift","4181"
"2017-07-01 00:00:00","assembly","220"
"2017-07-01 00:00:00","c","2036"
"2017-07-01 00:00:00","c#","11157"
"2017-07-01 00:00:00","c++","4995"
"2017-07-01 00:00:00","delphi","206"
"2017-07-01 00:00:00","go","652"
"2017-07-01 00:00:00","java","14038"
"2017-07-01 00:00:00","javascript","21478"
"2017-07-01 00:00:00","perl","322"
"2017-07-01 00:00:00","php","11642"
"2017-07-01 00:00:00","python","16831"
"2017-07-01 00:00:00","r","4564"
"2017-07-01 00:00:00","ruby","1517"
"2017-07-01 00:00:00","swift","4340"
"2017-08-01 00:00:00","assembly","213"
"2017-08-01 00:00:00","c","2033"
"2017-08-01 00:00:00","c#","10913"
"2017-08-01 00:00:00","c++","4763"
"2017-08-01 00:00:00","delphi","289"
"2017-08-01 00:00:00","go","602"
"2017-08-01 00:00:00","java","13686"
"2017-08-01 00:00:00","javascript","21231"
"2017-08-01 00:00:00","perl","354"
"2017-08-01 00:00:00","php","11532"
"2017-08-01 00:00:00","python","16413"
"2017-08-01 00:00:00","r","4547"
"2017-08-01 00:00:00","ruby","1391"
"2017-08-01 00:00:00","swift","4164"
"2017-09-01 00:00:00","assembly","228"
"2017-09-01 00:00:00","c","2090"
"2017-09-01 00:00:00","c#","9823"
"2017-09-01 00:00:00","c++","4444"
"2017-09-01 00:00:00","delphi","260"
"2017-09-01 00:00:00","go","541"
"2017-09-01 00:00:00","java","12674"
"2017-09-01 00:00:00","javascript","18853"
"2017-09-01 00:00:00","perl","296"
"2017-09-01 00:00:00","php","10598"
"2017-09-01 00:00:00","python","15372"
"2017-09-01 00:00:00","r","4207"
"2017-09-01 00:00:00","ruby","1220"
"2017-09-01 00:00:00","swift","3751"
"2017-10-01 00:00:00","assembly","326"
"2017-10-01 00:00:00","c","2755"
"2017-10-01 00:00:00","c#","10130"
"2017-10-01 00:00:00","c++","5185"
"2017-10-01 00:00:00","delphi","220"
"2017-10-01 00:00:00","go","613"
"2017-10-01 00:00:00","java","13891"
"2017-10-01 00:00:00","javascript","19649"
"2017-10-01 00:00:00","perl","332"
"2017-10-01 00:00:00","php","10673"
"2017-10-01 00:00:00","python","16842"
"2017-10-01 00:00:00","r","4513"
"2017-10-01 00:00:00","ruby","1292"
"2017-10-01 00:00:00","swift","3876"
"2017-11-01 00:00:00","assembly","382"
"2017-11-01 00:00:00","c","2927"
"2017-11-01 00:00:00","c#","9717"
"2017-11-01 00:00:00","c++","5008"
"2017-11-01 00:00:00","delphi","199"
"2017-11-01 00:00:00","go","654"
"2017-11-01 00:00:00","java","14047"
"2017-11-01 00:00:00","javascript","19248"
"2017-11-01 00:00:00","perl","262"
"2017-11-01 00:00:00","php","10458"
"2017-11-01 00:00:00","python","16861"
"2017-11-01 00:00:00","r","4488"
"2017-11-01 00:00:00","ruby","1167"
"2017-11-01 00:00:00","swift","3649"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c","2189"
"2017-12-01 00:00:00","c#","8548"
"2017-12-01 00:00:00","c++","4433"
"2017-12-01 00:00:00","delphi","186"
"2017-12-01 00:00:00","go","521"
"2017-12-01 00:00:00","java","11901"
"2017-12-01 00:00:00","javascript","16846"
"2017-12-01 00:00:00","perl","235"
"2017-12-01 00:00:00","php","9039"
"2017-12-01 00:00:00","python","14860"
"2017-12-01 00:00:00","r","3705"
"2017-12-01 00:00:00","ruby","1014"
"2017-12-01 00:00:00","swift","3192"
"2018-01-01 00:00:00","assembly","251"
"2018-01-01 00:00:00","c","2201"
"2018-01-01 00:00:00","c#","9327"
"2018-01-01 00:00:00","c++","4726"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","go","539"
"2018-01-01 00:00:00","java","12284"
"2018-01-01 00:00:00","javascript","18781"
"2018-01-01 00:00:00","perl","244"
"2018-01-01 00:00:00","php","10019"
"2018-01-01 00:00:00","python","16152"
"2018-01-01 00:00:00","r","4185"
"2018-01-01 00:00:00","ruby","1157"
"2018-01-01 00:00:00","swift","3728"
"2018-02-01 00:00:00","assembly","281"
"2018-02-01 00:00:00","c","2133"
"2018-02-01 00:00:00","c#","8532"
"2018-02-01 00:00:00","c++","4549"
"2018-02-01 00:00:00","delphi","212"
"2018-02-01 00:00:00","go","581"
"2018-02-01 00:00:00","java","11967"
"2018-02-01 00:00:00","javascript","17122"
"2018-02-01 00:00:00","perl","230"
"2018-02-01 00:00:00","php","9048"
"2018-02-01 00:00:00","python","16222"
"2018-02-01 00:00:00","r","4487"
"2018-02-01 00:00:00","ruby","1028"
"2018-02-01 00:00:00","swift","3387"
"2018-03-01 00:00:00","assembly","316"
"2018-03-01 00:00:00","c","2453"
"2018-03-01 00:00:00","c#","9726"
"2018-03-01 00:00:00","c++","5146"
"2018-03-01 00:00:00","delphi","219"
"2018-03-01 00:00:00","go","600"
"2018-03-01 00:00:00","java","13460"
"2018-03-01 00:00:00","javascript","19016"
"2018-03-01 00:00:00","perl","287"
"2018-03-01 00:00:00","php","9746"
"2018-03-01 00:00:00","python","17808"
"2018-03-01 00:00:00","r","5081"
"2018-03-01 00:00:00","ruby","1058"
"2018-03-01 00:00:00","swift","4032"
"2018-04-01 00:00:00","assembly","320"
"2018-04-01 00:00:00","c","2169"
"2018-04-01 00:00:00","c#","9170"
"2018-04-01 00:00:00","c++","4644"
"2018-04-01 00:00:00","delphi","203"
"2018-04-01 00:00:00","go","615"
"2018-04-01 00:00:00","java","13400"
"2018-04-01 00:00:00","javascript","17861"
"2018-04-01 00:00:00","perl","252"
"2018-04-01 00:00:00","php","8846"
"2018-04-01 00:00:00","python","16872"
"2018-04-01 00:00:00","r","4710"
"2018-04-01 00:00:00","ruby","984"
"2018-04-01 00:00:00","swift","3555"
"2018-05-01 00:00:00","assembly","295"
"2018-05-01 00:00:00","c","2350"
"2018-05-01 00:00:00","c#","9868"
"2018-05-01 00:00:00","c++","4671"
"2018-05-01 00:00:00","delphi","192"
"2018-05-01 00:00:00","go","626"
"2018-05-01 00:00:00","java","13381"
"2018-05-01 00:00:00","javascript","17943"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","php","9379"
"2018-05-01 00:00:00","python","17478"
"2018-05-01 00:00:00","r","4716"
"2018-05-01 00:00:00","ruby","1032"
"2018-05-01 00:00:00","swift","3603"
"2018-06-01 00:00:00","assembly","201"
"2018-06-01 00:00:00","c","1825"
"2018-06-01 00:00:00","c#","8742"
"2018-06-01 00:00:00","c++","4075"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","go","671"
"2018-06-01 00:00:00","java","11730"
"2018-06-01 00:00:00","javascript","17107"
"2018-06-01 00:00:00","perl","238"
"2018-06-01 00:00:00","php","8363"
"2018-06-01 00:00:00","python","16724"
"2018-06-01 00:00:00","r","4468"
"2018-06-01 00:00:00","ruby","987"
"2018-06-01 00:00:00","swift","3126"
"2018-07-01 00:00:00","assembly","181"
"2018-07-01 00:00:00","c","1590"
"2018-07-01 00:00:00","c#","9367"
"2018-07-01 00:00:00","c++","3893"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","go","685"
"2018-07-01 00:00:00","java","11691"
"2018-07-01 00:00:00","javascript","17745"
"2018-07-01 00:00:00","perl","245"
"2018-07-01 00:00:00","php","8513"
"2018-07-01 00:00:00","python","17869"
"2018-07-01 00:00:00","r","4395"
"2018-07-01 00:00:00","ruby","939"
"2018-07-01 00:00:00","swift","3656"
"2018-08-01 00:00:00","assembly","175"
"2018-08-01 00:00:00","c","1669"
"2018-08-01 00:00:00","c#","9439"
"2018-08-01 00:00:00","c++","3885"
"2018-08-01 00:00:00","delphi","204"
"2018-08-01 00:00:00","go","702"
"2018-08-01 00:00:00","java","11243"
"2018-08-01 00:00:00","javascript","17785"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","php","8442"
"2018-08-01 00:00:00","python","17675"
"2018-08-01 00:00:00","r","4086"
"2018-08-01 00:00:00","ruby","874"
"2018-08-01 00:00:00","swift","3558"
"2018-09-01 00:00:00","assembly","255"
"2018-09-01 00:00:00","c","1826"
"2018-09-01 00:00:00","c#","8326"
"2018-09-01 00:00:00","c++","3715"
"2018-09-01 00:00:00","delphi","180"
"2018-09-01 00:00:00","go","670"
"2018-09-01 00:00:00","java","10664"
"2018-09-01 00:00:00","javascript","15953"
"2018-09-01 00:00:00","perl","203"
"2018-09-01 00:00:00","php","7634"
"2018-09-01 00:00:00","python","15957"
"2018-09-01 00:00:00","r","3741"
"2018-09-01 00:00:00","ruby","774"
"2018-09-01 00:00:00","swift","3127"
"2018-10-01 00:00:00","assembly","317"
"2018-10-01 00:00:00","c","2432"
"2018-10-01 00:00:00","c#","9297"
"2018-10-01 00:00:00","c++","4285"
"2018-10-01 00:00:00","delphi","221"
"2018-10-01 00:00:00","go","788"
"2018-10-01 00:00:00","java","12452"
"2018-10-01 00:00:00","javascript","17327"
"2018-10-01 00:00:00","perl","277"
"2018-10-01 00:00:00","php","8098"
"2018-10-01 00:00:00","python","18072"
"2018-10-01 00:00:00","r","4335"
"2018-10-01 00:00:00","ruby","894"
"2018-10-01 00:00:00","swift","3259"
"2018-11-01 00:00:00","assembly","301"
"2018-11-01 00:00:00","c","2512"
"2018-11-01 00:00:00","c#","8436"
"2018-11-01 00:00:00","c++","4322"
"2018-11-01 00:00:00","delphi","179"
"2018-11-01 00:00:00","go","716"
"2018-11-01 00:00:00","java","11647"
"2018-11-01 00:00:00","javascript","16101"
"2018-11-01 00:00:00","perl","233"
"2018-11-01 00:00:00","php","7038"
"2018-11-01 00:00:00","python","17926"
"2018-11-01 00:00:00","r","4213"
"2018-11-01 00:00:00","ruby","833"
"2018-11-01 00:00:00","swift","2972"
"2018-12-01 00:00:00","assembly","218"
"2018-12-01 00:00:00","c","2181"
"2018-12-01 00:00:00","c#","7508"
"2018-12-01 00:00:00","c++","3537"
"2018-12-01 00:00:00","delphi","173"
"2018-12-01 00:00:00","go","656"
"2018-12-01 00:00:00","java","10390"
"2018-12-01 00:00:00","javascript","14203"
"2018-12-01 00:00:00","perl","217"
"2018-12-01 00:00:00","php","6184"
"2018-12-01 00:00:00","python","15653"
"2018-12-01 00:00:00","r","3384"
"2018-12-01 00:00:00","ruby","806"
"2018-12-01 00:00:00","swift","2773"
"2019-01-01 00:00:00","assembly","219"
"2019-01-01 00:00:00","c","2269"
"2019-01-01 00:00:00","c#","8706"
"2019-01-01 00:00:00","c++","3887"
"2019-01-01 00:00:00","delphi","213"
"2019-01-01 00:00:00","go","651"
"2019-01-01 00:00:00","java","10973"
"2019-01-01 00:00:00","javascript","15958"
"2019-01-01 00:00:00","perl","260"
"2019-01-01 00:00:00","php","7124"
"2019-01-01 00:00:00","python","16879"
"2019-01-01 00:00:00","r","3935"
"2019-01-01 00:00:00","ruby","915"
"2019-01-01 00:00:00","swift","2893"
"2019-02-01 00:00:00","assembly","223"
"2019-02-01 00:00:00","c","2043"
"2019-02-01 00:00:00","c#","8315"
"2019-02-01 00:00:00","c++","3708"
"2019-02-01 00:00:00","delphi","191"
"2019-02-01 00:00:00","go","624"
"2019-02-01 00:00:00","java","10935"
"2019-02-01 00:00:00","javascript","15618"
"2019-02-01 00:00:00","perl","249"
"2019-02-01 00:00:00","php","7230"
"2019-02-01 00:00:00","python","17465"
"2019-02-01 00:00:00","r","4235"
"2019-02-01 00:00:00","ruby","784"
"2019-02-01 00:00:00","swift","2668"
"2019-03-01 00:00:00","assembly","276"
"2019-03-01 00:00:00","c","2368"
"2019-03-01 00:00:00","c#","8917"
"2019-03-01 00:00:00","c++","4398"
"2019-03-01 00:00:00","delphi","184"
"2019-03-01 00:00:00","go","718"
"2019-03-01 00:00:00","java","11973"
"2019-03-01 00:00:00","javascript","17259"
"2019-03-01 00:00:00","perl","231"
"2019-03-01 00:00:00","php","7741"
"2019-03-01 00:00:00","python","19818"
"2019-03-01 00:00:00","r","4478"
"2019-03-01 00:00:00","ruby","839"
"2019-03-01 00:00:00","swift","2935"
"2019-04-01 00:00:00","assembly","302"
"2019-04-01 00:00:00","c","2417"
"2019-04-01 00:00:00","c#","9067"
"2019-04-01 00:00:00","c++","4356"
"2019-04-01 00:00:00","delphi","203"
"2019-04-01 00:00:00","go","647"
"2019-04-01 00:00:00","java","11102"
"2019-04-01 00:00:00","javascript","16094"
"2019-04-01 00:00:00","perl","205"
"2019-04-01 00:00:00","php","7146"
"2019-04-01 00:00:00","python","19750"
"2019-04-01 00:00:00","r","4590"
"2019-04-01 00:00:00","ruby","766"
"2019-04-01 00:00:00","swift","3057"
"2019-05-01 00:00:00","assembly","234"
"2019-05-01 00:00:00","c","2084"
"2019-05-01 00:00:00","c#","8985"
"2019-05-01 00:00:00","c++","4109"
"2019-05-01 00:00:00","delphi","167"
"2019-05-01 00:00:00","go","669"
"2019-05-01 00:00:00","java","11018"
"2019-05-01 00:00:00","javascript","16073"
"2019-05-01 00:00:00","perl","220"
"2019-05-01 00:00:00","php","6913"
"2019-05-01 00:00:00","python","18818"
"2019-05-01 00:00:00","r","4289"
"2019-05-01 00:00:00","ruby","760"
"2019-05-01 00:00:00","swift","3089"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","c","1715"
"2019-06-01 00:00:00","c#","7563"
"2019-06-01 00:00:00","c++","3624"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","go","524"
"2019-06-01 00:00:00","java","9576"
"2019-06-01 00:00:00","javascript","14738"
"2019-06-01 00:00:00","perl","235"
"2019-06-01 00:00:00","php","5984"
"2019-06-01 00:00:00","python","17151"
"2019-06-01 00:00:00","r","3941"
"2019-06-01 00:00:00","ruby","701"
"2019-06-01 00:00:00","swift","3082"
"2019-07-01 00:00:00","assembly","185"
"2019-07-01 00:00:00","c","1741"
"2019-07-01 00:00:00","c#","8408"
"2019-07-01 00:00:00","c++","4247"
"2019-07-01 00:00:00","delphi","163"
"2019-07-01 00:00:00","go","623"
"2019-07-01 00:00:00","java","10774"
"2019-07-01 00:00:00","javascript","16053"
"2019-07-01 00:00:00","perl","235"
"2019-07-01 00:00:00","php","6618"
"2019-07-01 00:00:00","python","19649"
"2019-07-01 00:00:00","r","4185"
"2019-07-01 00:00:00","ruby","757"
"2019-07-01 00:00:00","swift","3035"
"2019-08-01 00:00:00","assembly","166"
"2019-08-01 00:00:00","c","1538"
"2019-08-01 00:00:00","c#","7665"
"2019-08-01 00:00:00","c++","3262"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","628"
"2019-08-01 00:00:00","java","9029"
"2019-08-01 00:00:00","javascript","15139"
"2019-08-01 00:00:00","perl","192"
"2019-08-01 00:00:00","php","5805"
"2019-08-01 00:00:00","python","17938"
"2019-08-01 00:00:00","r","3938"
"2019-08-01 00:00:00","ruby","775"
"2019-08-01 00:00:00","swift","2525"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","c","1994"
"2019-09-01 00:00:00","c#","7807"
"2019-09-01 00:00:00","c++","3759"
"2019-09-01 00:00:00","delphi","145"
"2019-09-01 00:00:00","go","614"
"2019-09-01 00:00:00","java","9607"
"2019-09-01 00:00:00","javascript","14798"
"2019-09-01 00:00:00","perl","198"
"2019-09-01 00:00:00","php","5536"
"2019-09-01 00:00:00","python","16803"
"2019-09-01 00:00:00","r","3928"
"2019-09-01 00:00:00","ruby","714"
"2019-09-01 00:00:00","swift","2554"
"2019-10-01 00:00:00","assembly","316"
"2019-10-01 00:00:00","c","2468"
"2019-10-01 00:00:00","c#","8365"
"2019-10-01 00:00:00","c++","4812"
"2019-10-01 00:00:00","delphi","151"
"2019-10-01 00:00:00","go","631"
"2019-10-01 00:00:00","java","11136"
"2019-10-01 00:00:00","javascript","15903"
"2019-10-01 00:00:00","perl","208"
"2019-10-01 00:00:00","php","6022"
"2019-10-01 00:00:00","python","20349"
"2019-10-01 00:00:00","r","4371"
"2019-10-01 00:00:00","ruby","847"
"2019-10-01 00:00:00","swift","3100"
"2019-11-01 00:00:00","assembly","280"
"2019-11-01 00:00:00","c","2494"
"2019-11-01 00:00:00","c#","7979"
"2019-11-01 00:00:00","c++","4699"
"2019-11-01 00:00:00","delphi","169"
"2019-11-01 00:00:00","go","600"
"2019-11-01 00:00:00","java","10255"
"2019-11-01 00:00:00","javascript","15654"
"2019-11-01 00:00:00","perl","217"
"2019-11-01 00:00:00","php","6072"
"2019-11-01 00:00:00","python","20500"
"2019-11-01 00:00:00","r","4274"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2856"
"2019-12-01 00:00:00","assembly","248"
"2019-12-01 00:00:00","c","2132"
"2019-12-01 00:00:00","c#","7169"
"2019-12-01 00:00:00","c++","4176"
"2019-12-01 00:00:00","delphi","125"
"2019-12-01 00:00:00","go","611"
"2019-12-01 00:00:00","java","8957"
"2019-12-01 00:00:00","javascript","14217"
"2019-12-01 00:00:00","perl","156"
"2019-12-01 00:00:00","php","5209"
"2019-12-01 00:00:00","python","18001"
"2019-12-01 00:00:00","r","3734"
"2019-12-01 00:00:00","ruby","666"
"2019-12-01 00:00:00","swift","2651"
"2020-01-01 00:00:00","assembly","228"
"2020-01-01 00:00:00","c","2033"
"2020-01-01 00:00:00","c#","7753"
"2020-01-01 00:00:00","c++","4188"
"2020-01-01 00:00:00","delphi","163"
"2020-01-01 00:00:00","go","645"
"2020-01-01 00:00:00","java","9853"
"2020-01-01 00:00:00","javascript","15921"
"2020-01-01 00:00:00","perl","164"
"2020-01-01 00:00:00","php","5865"
"2020-01-01 00:00:00","python","19847"
"2020-01-01 00:00:00","r","4129"
"2020-01-01 00:00:00","ruby","760"
"2020-01-01 00:00:00","swift","2884"
"2020-02-01 00:00:00","assembly","271"
"2020-02-01 00:00:00","c","1970"
"2020-02-01 00:00:00","c#","7663"
"2020-02-01 00:00:00","c++","4051"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","654"
"2020-02-01 00:00:00","java","9965"
"2020-02-01 00:00:00","javascript","15646"
"2020-02-01 00:00:00","perl","178"
"2020-02-01 00:00:00","php","5615"
"2020-02-01 00:00:00","python","19900"
"2020-02-01 00:00:00","r","4662"
"2020-02-01 00:00:00","ruby","652"
"2020-02-01 00:00:00","swift","2747"
"2020-03-01 00:00:00","assembly","292"
"2020-03-01 00:00:00","c","2463"
"2020-03-01 00:00:00","c#","7742"
"2020-03-01 00:00:00","c++","4609"
"2020-03-01 00:00:00","delphi","166"
"2020-03-01 00:00:00","go","649"
"2020-03-01 00:00:00","java","10996"
"2020-03-01 00:00:00","javascript","17446"
"2020-03-01 00:00:00","perl","195"
"2020-03-01 00:00:00","php","5634"
"2020-03-01 00:00:00","python","22511"
"2020-03-01 00:00:00","r","5104"
"2020-03-01 00:00:00","ruby","708"
"2020-03-01 00:00:00","swift","2898"
"2020-04-01 00:00:00","assembly","372"
"2020-04-01 00:00:00","c","3224"
"2020-04-01 00:00:00","c#","8542"
"2020-04-01 00:00:00","c++","6166"
"2020-04-01 00:00:00","delphi","231"
"2020-04-01 00:00:00","go","791"
"2020-04-01 00:00:00","java","12532"
"2020-04-01 00:00:00","javascript","20756"
"2020-04-01 00:00:00","perl","217"
"2020-04-01 00:00:00","php","6583"
"2020-04-01 00:00:00","python","27455"
"2020-04-01 00:00:00","r","6161"
"2020-04-01 00:00:00","ruby","759"
"2020-04-01 00:00:00","swift","3432"
"2020-05-01 00:00:00","assembly","357"
"2020-05-01 00:00:00","c","3347"
"2020-05-01 00:00:00","c#","8538"
"2020-05-01 00:00:00","c++","6349"
"2020-05-01 00:00:00","delphi","200"
"2020-05-01 00:00:00","go","749"
"2020-05-01 00:00:00","java","11924"
"2020-05-01 00:00:00","javascript","21352"
"2020-05-01 00:00:00","perl","211"
"2020-05-01 00:00:00","php","6475"
"2020-05-01 00:00:00","python","29249"
"2020-05-01 00:00:00","r","5995"
"2020-05-01 00:00:00","ruby","693"
"2020-05-01 00:00:00","swift","3496"
"2020-06-01 00:00:00","assembly","327"
"2020-06-01 00:00:00","c","2577"
"2020-06-01 00:00:00","c#","7853"
"2020-06-01 00:00:00","c++","5582"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","go","705"
"2020-06-01 00:00:00","java","10753"
"2020-06-01 00:00:00","javascript","19676"
"2020-06-01 00:00:00","perl","198"
"2020-06-01 00:00:00","php","5901"
"2020-06-01 00:00:00","python","26962"
"2020-06-01 00:00:00","r","5427"
"2020-06-01 00:00:00","ruby","611"
"2020-06-01 00:00:00","swift","3138"
"2020-07-01 00:00:00","assembly","269"
"2020-07-01 00:00:00","c","2085"
"2020-07-01 00:00:00","c#","7765"
"2020-07-01 00:00:00","c++","5140"
"2020-07-01 00:00:00","delphi","192"
"2020-07-01 00:00:00","go","637"
"2020-07-01 00:00:00","java","10391"
"2020-07-01 00:00:00","javascript","19772"
"2020-07-01 00:00:00","perl","175"
"2020-07-01 00:00:00","php","5912"
"2020-07-01 00:00:00","python","26138"
"2020-07-01 00:00:00","r","4928"
"2020-07-01 00:00:00","ruby","695"
"2020-07-01 00:00:00","swift","2977"
"2020-08-01 00:00:00","assembly","263"
"2020-08-01 00:00:00","c","1884"
"2020-08-01 00:00:00","c#","7026"
"2020-08-01 00:00:00","c++","4748"
"2020-08-01 00:00:00","delphi","183"
"2020-08-01 00:00:00","go","704"
"2020-08-01 00:00:00","java","9244"
"2020-08-01 00:00:00","javascript","17914"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","php","4962"
"2020-08-01 00:00:00","python","22882"
"2020-08-01 00:00:00","r","4480"
"2020-08-01 00:00:00","ruby","553"
"2020-08-01 00:00:00","swift","2652"
"2020-09-01 00:00:00","assembly","294"
"2020-09-01 00:00:00","c","2138"
"2020-09-01 00:00:00","c#","6422"
"2020-09-01 00:00:00","c++","3897"
"2020-09-01 00:00:00","delphi","171"
"2020-09-01 00:00:00","go","726"
"2020-09-01 00:00:00","java","8883"
"2020-09-01 00:00:00","javascript","16678"
"2020-09-01 00:00:00","perl","164"
"2020-09-01 00:00:00","php","4738"
"2020-09-01 00:00:00","python","21576"
"2020-09-01 00:00:00","r","4741"
"2020-09-01 00:00:00","ruby","511"
"2020-09-01 00:00:00","swift","2537"
"2020-10-01 00:00:00","assembly","343"
"2020-10-01 00:00:00","c","2352"
"2020-10-01 00:00:00","c#","6161"
"2020-10-01 00:00:00","c++","4290"
"2020-10-01 00:00:00","delphi","180"
"2020-10-01 00:00:00","go","589"
"2020-10-01 00:00:00","java","8878"
"2020-10-01 00:00:00","javascript","16314"
"2020-10-01 00:00:00","perl","169"
"2020-10-01 00:00:00","php","4550"
"2020-10-01 00:00:00","python","22633"
"2020-10-01 00:00:00","r","5060"
"2020-10-01 00:00:00","ruby","491"
"2020-10-01 00:00:00","swift","2300"
"2020-11-01 00:00:00","assembly","373"
"2020-11-01 00:00:00","c","2678"
"2020-11-01 00:00:00","c#","5950"
"2020-11-01 00:00:00","c++","4282"
"2020-11-01 00:00:00","delphi","193"
"2020-11-01 00:00:00","go","522"
"2020-11-01 00:00:00","java","8411"
"2020-11-01 00:00:00","javascript","15407"
"2020-11-01 00:00:00","perl","149"
"2020-11-01 00:00:00","php","4588"
"2020-11-01 00:00:00","python","21985"
"2020-11-01 00:00:00","r","4792"
"2020-11-01 00:00:00","ruby","500"
"2020-11-01 00:00:00","swift","2149"
"2020-12-01 00:00:00","assembly","297"
"2020-12-01 00:00:00","c","2631"
